,source,target,value
0,Anhui,ARE,0.00022455416812337836
1,Anhui,AUS,0.0005545023579943662
2,Anhui,BGD,9.04964633466442e-05
3,Anhui,BRN,0.0001332802431664
4,Anhui,CAN,0.00013060002386918064
5,Anhui,DEU,0.00014643770727579438
6,Anhui,FRA,4.690392541914272e-05
7,Anhui,GBR,0.0001514326753757
8,Anhui,IDN,0.0007816274123573377
9,Anhui,IND,3.630486441849682e-05
10,Anhui,JPN,0.0010519564043995077
11,Anhui,KAZ,1.681591562443544e-05
12,Anhui,KHM,0.0019893971033727474
13,Anhui,KOR,0.0016373083696800469
14,Anhui,MMR,8.881288273843475e-05
15,Anhui,MYS,0.0007436786793719266
16,Anhui,NPL,0.0001256050557693
17,Anhui,NZL,9.386114687081187e-05
18,Anhui,PHL,0.0002363274577264
19,Anhui,RUS,0.0005152121728336
20,Anhui,SGP,0.000503949917733665
21,Anhui,THA,0.006368564523867757
22,Anhui,USA,0.00044881570555649136
23,Anhui,VNM,0.000783902519792132
24,Beijing,AGO,0.000267399217424
25,Beijing,ARE,0.0044882166660627
26,Beijing,ARG,0.0002416286497624
27,Beijing,AUS,0.006568461212422199
28,Beijing,AUT,0.0004564228021548
29,Beijing,AZE,0.0001203020638737
30,Beijing,BEL,0.000464894775387
31,Beijing,BGD,0.0003071584027722
32,Beijing,BLR,0.0003172853643758
33,Beijing,BRA,0.0002499035987119
34,Beijing,CAN,0.0054780193324849
35,Beijing,CHE,0.0009362913095496
36,Beijing,CHL,0.0001638834905184
37,Beijing,CIV,9.567422712253593e-05
38,Beijing,CUB,0.0001187652843978
39,Beijing,CYP,0.0001434719365365
40,Beijing,CZE,0.0005785768786827
41,Beijing,DEU,0.004100791210249101
42,Beijing,DNK,0.0006099428920003
43,Beijing,DZA,0.0010873683209855
44,Beijing,EGY,0.0008656389606512
45,Beijing,ESP,0.0013689531661932389
46,Beijing,ETH,0.0003294613700091
47,Beijing,FIN,0.0004275392749405
48,Beijing,FRA,0.0025005333872726004
49,Beijing,GBR,0.0049974415433463
50,Beijing,GEO,0.0001653020540061
51,Beijing,GHA,0.0001379552991749
52,Beijing,GIN,0.0001522985506407
53,Beijing,GRC,0.0004332135288912
54,Beijing,HUN,0.0004226137033346
55,Beijing,IDN,0.005906701338336
56,Beijing,IND,0.001504938243818577
57,Beijing,IRL,0.0003220533193926
58,Beijing,IRN,0.0006994700154049
59,Beijing,IRQ,0.0003548772967988
60,Beijing,ISL,0.0001352363881879
61,Beijing,ISR,0.0010669961676044
62,Beijing,ITA,0.0018872016960495824
63,Beijing,JOR,0.0001052889312651
64,Beijing,JPN,0.021861481908337598
65,Beijing,KAZ,0.0006398903489231
66,Beijing,KEN,0.0002064403951483
67,Beijing,KGZ,0.00011328805473
68,Beijing,KHM,0.0016991238179463
69,Beijing,KOR,0.015662241258365298
70,Beijing,KWT,0.0003487301930808
71,Beijing,LKA,0.0009265189817251
72,Beijing,MAR,0.000234575232925
73,Beijing,MDV,0.0011357570961551
74,Beijing,MEX,0.0002268519420374
75,Beijing,MMR,0.0005747152367852
76,Beijing,MNE,0.0001077714173685
77,Beijing,MNG,0.0008980689036774
78,Beijing,MNP,0.0007864752379195
79,Beijing,MUS,0.0001313747391977
80,Beijing,MYS,0.0057782031338071
81,Beijing,NGA,0.0003407704773095
82,Beijing,NLD,0.0006306696862533
83,Beijing,NOR,0.0002420226912352
84,Beijing,NPL,0.0003009718842677
85,Beijing,NZL,0.0015498594185637
86,Beijing,OMN,0.000117031487732
87,Beijing,PAK,0.0009887387438065
88,Beijing,PAN,0.0001051707223696
89,Beijing,PER,0.0001179771943595
90,Beijing,PHL,0.0026670963810846004
91,Beijing,POL,0.0003715060171779
92,Beijing,PRK,0.0002337477422857
93,Beijing,PRT,0.0003295007777028
94,Beijing,QAT,0.0003270182915994
95,Beijing,ROU,0.0001392162460735
96,Beijing,RUS,0.0058093721228416
97,Beijing,SAU,0.0006500567182204
98,Beijing,SDN,0.0002227538752564
99,Beijing,SGP,0.0068927605788493
100,Beijing,SRB,0.000312320392169
101,Beijing,SWE,0.0006028106739611
102,Beijing,TCD,0.0001747591415596
103,Beijing,THA,0.018172113517203502
104,Beijing,TKM,0.0003393125061282
105,Beijing,TUR,0.001096076726194325
106,Beijing,TZA,0.0001598248172454
107,Beijing,UGA,9.252185987616928e-05
108,Beijing,UKR,0.0007462826034049061
109,Beijing,USA,0.018269009304808573
110,Beijing,UZB,0.0006463526929122
111,Beijing,VNM,0.0045193462474037
112,Beijing,ZAF,0.0006037169799877001
113,Beijing,ZMB,0.0001453239491906
114,Beijing,ZWE,0.0001188440997852
115,Chongqing,ARE,0.0015319148682876
116,Chongqing,AUS,0.0030172358831475014
117,Chongqing,CAN,0.00047348530374140003
118,Chongqing,DEU,0.0002180023328618
119,Chongqing,ESP,0.0001474649383974
120,Chongqing,FIN,0.0003610433012088
121,Chongqing,FRA,0.0006597826838063
122,Chongqing,GBR,0.0014200872857632
123,Chongqing,IDN,0.0017730200305121
124,Chongqing,IND,0.0001178490622923
125,Chongqing,ITA,0.0006176323033106
126,Chongqing,JPN,0.004321307119646092
127,Chongqing,KHM,0.0040426941769378996
128,Chongqing,KOR,0.0049113195425082
129,Chongqing,LKA,0.0001463589514147
130,Chongqing,MDV,0.0004195377361371
131,Chongqing,MMR,0.0013883823108465
132,Chongqing,MYS,0.0049111966452346995
133,Chongqing,NZL,0.000608907282603
134,Chongqing,PHL,0.004166115191514439
135,Chongqing,QAT,0.000555942782588
136,Chongqing,RUS,0.0002134554876575
137,Chongqing,SGP,0.0042925812522149
138,Chongqing,THA,0.02119742869913514
139,Chongqing,USA,0.003041218429947
140,Chongqing,VNM,0.0037376215814556
141,Fujian,ARE,0.0002167304181492168
142,Fujian,ARG,0.0002900071549103
143,Fujian,AUS,0.0012835314164828214
144,Fujian,BEL,2.272505290989673e-05
145,Fujian,BGD,4.827303093697812e-05
146,Fujian,BRA,3.330694774654209e-05
147,Fujian,BWA,9.042317546395812e-06
148,Fujian,CAN,0.0005672288304301482
149,Fujian,CHE,8.088210066715426e-06
150,Fujian,DEU,0.00013101751803332645
151,Fujian,DNK,3.8087346310511134e-05
152,Fujian,ESP,0.00022557562284508217
153,Fujian,FRA,0.0002885635961464731
154,Fujian,GBR,0.00038115376616231714
155,Fujian,GRC,1.8518314988339863e-05
156,Fujian,HUN,5.675214778490667e-05
157,Fujian,IDN,0.0019305019718080583
158,Fujian,IND,0.00022714791740662885
159,Fujian,IRL,4.067958013086579e-05
160,Fujian,ISR,3.811047741476922e-05
161,Fujian,ITA,0.0004373148982104629
162,Fujian,JPN,0.003719884271356757
163,Fujian,KEN,6.982316575172201e-06
164,Fujian,KGZ,7.611158278454278e-06
165,Fujian,KHM,0.0018770184500494082
166,Fujian,KOR,0.0017166738248460707
167,Fujian,LKA,5.003204687074832e-05
168,Fujian,LSO,1.060358078300182e-05
169,Fujian,MDV,4.727238375211855e-05
170,Fujian,MEX,2.213957919616948e-05
171,Fujian,MMR,0.00021037978797549154
172,Fujian,MYS,0.0024368266805295967
173,Fujian,NLD,0.0001049224182617791
174,Fujian,NPL,2.8032684457421498e-05
175,Fujian,NZL,0.00018359620277961727
176,Fujian,PHL,0.005339400987035932
177,Fujian,PNG,4.384427963718843e-05
178,Fujian,PRT,7.1991565229463205e-06
179,Fujian,RUS,0.0003106098380409033
180,Fujian,SGP,0.0033619035650645996
181,Fujian,THA,0.002809735427574068
182,Fujian,TUR,4.2460484770304455e-05
183,Fujian,USA,0.002024697345605026
184,Fujian,VNM,0.000949598923113031
185,Fujian,ZAF,0.00017701315918423733
186,Gansu,ARE,0.0001304037867341
187,Gansu,AUS,0.0002596009774628974
188,Gansu,CAN,3.6754374808807134e-05
189,Gansu,DEU,3.359869430732497e-05
190,Gansu,IDN,3.8332206706281206e-05
191,Gansu,JPN,0.0002970050359660868
192,Gansu,KGZ,2.7472959603679108e-05
193,Gansu,KHM,5.0212423514935984e-05
194,Gansu,KOR,0.0001313319182307
195,Gansu,MMR,0.0002056759945484905
196,Gansu,MYS,0.0001075715180265
197,Gansu,NZL,2.942206080632417e-05
198,Gansu,PHL,7.83350835194968e-05
199,Gansu,RUS,3.369151581025123e-05
200,Gansu,SGP,0.0001893407131431
201,Gansu,THA,0.0025882133865252
202,Gansu,USA,5.8472869014011344e-05
203,Guangdong,AGO,4.964231764653636e-05
204,Guangdong,ARE,0.0011127952249224632
205,Guangdong,AUS,0.0032611693494568024
206,Guangdong,AUT,5.206509800717017e-05
207,Guangdong,AZE,8.534127274613265e-05
208,Guangdong,BEL,5.231232267254507e-05
209,Guangdong,BGD,0.0007333861047236
210,Guangdong,BHR,7.320263779640595e-05
211,Guangdong,BRA,0.000103240194339
212,Guangdong,CAN,0.0011458630146781816
213,Guangdong,CHE,8.848099840634197e-05
214,Guangdong,CHL,7.980348207181359e-05
215,Guangdong,CIV,7.527930985552664e-05
216,Guangdong,CMR,0.00012766579636767746
217,Guangdong,COD,0.0002486318603737
218,Guangdong,CRI,6.138539135165988e-05
219,Guangdong,CZE,6.230011727353696e-05
220,Guangdong,DEU,0.0004333793172493631
221,Guangdong,DNK,5.6910663178446216e-05
222,Guangdong,DZA,0.0001517700098913
223,Guangdong,EGY,0.000917196170477
224,Guangdong,ESP,0.00023839130507557395
225,Guangdong,ETH,0.0002998316765021
226,Guangdong,FIN,6.156241856370186e-05
227,Guangdong,FRA,0.0004691163040512973
228,Guangdong,GBR,0.0008025120418959963
229,Guangdong,GEO,3.849257245829249e-05
230,Guangdong,GHA,0.0001514733411829
231,Guangdong,GIN,9.443906567178831e-05
232,Guangdong,GRC,7.131971260898338e-05
233,Guangdong,HUN,5.540260428968109e-05
234,Guangdong,IDN,0.003835648063633476
235,Guangdong,IND,0.001291473640168301
236,Guangdong,IRN,0.0005890327769433
237,Guangdong,IRQ,6.778845945477432e-05
238,Guangdong,ISR,0.0002391385062035
239,Guangdong,ITA,0.000402037901733721
240,Guangdong,JOR,0.0001945889783936
241,Guangdong,JPN,0.005611206636111825
242,Guangdong,KAZ,6.257206173544434e-05
243,Guangdong,KEN,0.0002117215106438
244,Guangdong,KHM,0.0060345816281243
245,Guangdong,KOR,0.004353132255269239
246,Guangdong,KWT,9.278267465380328e-05
247,Guangdong,LAO,1.3016313961605222e-05
248,Guangdong,LBN,0.0001298660763094
249,Guangdong,LKA,0.0006148428255281
250,Guangdong,MAR,0.0001329810821731
251,Guangdong,MDG,0.000149866394208
252,Guangdong,MDV,0.0003330831269945
253,Guangdong,MEX,9.604601264670003e-05
254,Guangdong,MMR,0.001277392778622518
255,Guangdong,MNP,0.0002470249089488
256,Guangdong,MOZ,6.986513151389501e-05
257,Guangdong,MUS,5.312815605826718e-05
258,Guangdong,MYS,0.007089728692789446
259,Guangdong,NGA,0.0007708156191307729
260,Guangdong,NLD,0.00013887863754755438
261,Guangdong,NPL,0.0004244319110492
262,Guangdong,NZL,0.0008021086699059351
263,Guangdong,OMN,8.121265287443211e-05
264,Guangdong,PAK,0.0004647539264511587
265,Guangdong,PAN,0.0001208424516734
266,Guangdong,PHL,0.0022401319771584217
267,Guangdong,POL,8.709655185026433e-05
268,Guangdong,PRT,4.6156474784797154e-05
269,Guangdong,PYF,1.0336707858252623e-05
270,Guangdong,QAT,0.0001129313246815
271,Guangdong,RUS,0.0009241868656758899
272,Guangdong,RWA,7.577375473626807e-05
273,Guangdong,SAU,0.0006150406017003279
274,Guangdong,SDN,0.0001491741687049
275,Guangdong,SEN,9.888907404846953e-05
276,Guangdong,SGP,0.004742099622330128
277,Guangdong,SRB,5.849288590681711e-05
278,Guangdong,SWE,3.935784988708789e-05
279,Guangdong,THA,0.014831149946564757
280,Guangdong,TLS,3.9679242842076937e-05
281,Guangdong,TUN,6.108872709322006e-05
282,Guangdong,TUR,0.0003526384396054
283,Guangdong,TZA,0.000149545005703
284,Guangdong,UGA,0.0001587911307579
285,Guangdong,UKR,4.4252859101437216e-05
286,Guangdong,USA,0.0036371033924094227
287,Guangdong,UZB,6.138539135165988e-05
288,Guangdong,VNM,0.005583765229348108
289,Guangdong,ZAF,9.238711785920846e-05
290,Guangdong,ZMB,8.042153928524249e-05
291,Guangdong,ZWE,4.932092469154731e-05
292,Guangxi,ARE,1.432577462824074e-05
293,Guangxi,AUS,0.0001896632498448169
294,Guangxi,BRN,0.0001314212944821
295,Guangxi,CAN,6.25923129622134e-05
296,Guangxi,DEU,2.6792960036256852e-05
297,Guangxi,DNK,4.744239095498789e-06
298,Guangxi,FRA,2.6846842258021862e-05
299,Guangxi,GBR,5.425721263903435e-05
300,Guangxi,IDN,0.0004274309671371323
301,Guangxi,JPN,0.0002622327760662187
302,Guangxi,KHM,0.0008729447865251961
303,Guangxi,KOR,0.00017550148075390435
304,Guangxi,MMR,0.00012156164882471649
305,Guangxi,MYS,0.0004047824615563
306,Guangxi,NPL,9.347142150919993e-06
307,Guangxi,NZL,2.9570462194505314e-05
308,Guangxi,PHL,0.00010048914329057421
309,Guangxi,POL,6.438626176555888e-06
310,Guangxi,RUS,0.000156046005998
311,Guangxi,SGP,0.0007571225135055145
312,Guangxi,THA,0.0025453674588644232
313,Guangxi,USA,0.0002058159415664926
314,Guangxi,VNM,0.000533592411285512
315,Guangxi,ZAF,3.275786557901821e-06
316,Guizhou,ARE,4.856063851887386e-05
317,Guizhou,AUS,0.00020828854668223577
318,Guizhou,CAN,5.252232624794556e-05
319,Guizhou,FRA,5.726434329808792e-05
320,Guizhou,GBR,8.145462788342995e-05
321,Guizhou,IDN,0.00031255286985709197
322,Guizhou,JPN,0.0007927570017266042
323,Guizhou,KHM,0.0024068933291630443
324,Guizhou,KOR,0.0012398412948950162
325,Guizhou,MYS,0.0004103344371868507
326,Guizhou,NZL,3.937673440502957e-05
327,Guizhou,PHL,8.890121481192614e-05
328,Guizhou,RUS,3.451466752122964e-05
329,Guizhou,SGP,0.00021609123195825554
330,Guizhou,THA,0.0018577297294316
331,Guizhou,USA,0.000168671701805388
332,Guizhou,VNM,0.0007340220869378353
333,Hainan,ARE,0.0001308537705394
334,Hainan,AUS,0.0021923099586793
335,Hainan,BRN,0.0010528206841415
336,Hainan,CAN,0.00047758773575469997
337,Hainan,DEU,0.0001035187108451
338,Hainan,FRA,0.0002800243100612
339,Hainan,GBR,0.0010939002388676
340,Hainan,IDN,0.0048763757629151
341,Hainan,ITA,0.0001387162519942
342,Hainan,JPN,0.0035574989661083
343,Hainan,KHM,0.003567906486667
344,Hainan,KOR,0.010455018026308799
345,Hainan,LAO,0.0005374552324265
346,Hainan,MNG,0.0003132613144125
347,Hainan,MYS,0.0044766242246734
348,Hainan,NPL,0.0001464410944374
349,Hainan,NZL,0.00037263786746400004
350,Hainan,PHL,0.00048108867541889997
351,Hainan,RUS,0.0160513110009168
352,Hainan,SGP,0.0083630268707445
353,Hainan,THA,0.00946804709047
354,Hainan,USA,0.0011368114345589998
355,Hainan,VNM,0.00029203420231010003
356,Hebei,AUS,0.00015933329020959382
357,Hebei,BGD,1.4239416873190095e-05
358,Hebei,IDN,8.623952350271484e-05
359,Hebei,JPN,9.449936482624699e-05
360,Hebei,KHM,0.0007281298234752135
361,Hebei,KOR,0.0005583489466216215
362,Hebei,MYS,4.550833820935402e-05
363,Hebei,NPL,5.916936257838891e-06
364,Hebei,NZL,5.33226462131138e-05
365,Hebei,PHL,7.940939690846436e-05
366,Hebei,SGP,0.00023881431877971498
367,Hebei,THA,0.0021245664830833576
368,Hebei,USA,6.851148047534816e-06
369,Hebei,VNM,3.568105186809569e-05
370,Heilongjiang,ARE,0.00027378522613073943
371,Heilongjiang,AUS,0.0008721379302501006
372,Heilongjiang,CAN,0.0002737059991054606
373,Heilongjiang,CZE,5.925289055139417e-05
374,Heilongjiang,DEU,3.664585584256988e-05
375,Heilongjiang,FRA,0.0001369190455906
376,Heilongjiang,GBR,0.0001667432856828191
377,Heilongjiang,IDN,0.0003553285723226225
378,Heilongjiang,IND,5.5544422883211246e-05
379,Heilongjiang,ITA,0.0001170893913957
380,Heilongjiang,JPN,0.0050585733004199175
381,Heilongjiang,KHM,0.0002731019979559366
382,Heilongjiang,KOR,0.005458001736968062
383,Heilongjiang,MNP,6.916771764882483e-05
384,Heilongjiang,MYS,0.0008510461862178804
385,Heilongjiang,NPL,3.9974061657949946e-05
386,Heilongjiang,NZL,0.0001330632684807
387,Heilongjiang,PHL,0.0002697462420381097
388,Heilongjiang,RUS,0.002782519198947655
389,Heilongjiang,SGP,0.0017302924170080887
390,Heilongjiang,THA,0.0027358129870374073
391,Heilongjiang,USA,0.00046917043849602214
392,Heilongjiang,VNM,0.00041921393633992306
393,Henan,ARE,0.00038791865417404215
394,Henan,AUS,0.003017582836437515
395,Henan,BGD,0.00012183635371254607
396,Henan,CAN,0.0007699252018404612
397,Henan,DEU,8.844644843146206e-05
398,Henan,FRA,0.000123263977701
399,Henan,GBR,0.0001678172226531
400,Henan,IDN,0.0017867121765437225
401,Henan,IND,0.00019562174444340833
402,Henan,IRN,6.064191179009772e-05
403,Henan,JPN,0.002645370501895558
404,Henan,KGZ,5.29688628379445e-05
405,Henan,KHM,0.0019135032463279112
406,Henan,KOR,0.00199307579521935
407,Henan,LKA,0.0001098154916057
408,Henan,MDV,0.0001011523655931
409,Henan,MMR,0.0002083276764561611
410,Henan,MYS,0.0010096898998026883
411,Henan,NPL,9.669704109793027e-05
412,Henan,NZL,0.0002826793632491253
413,Henan,PAK,0.00012318146509136173
414,Henan,PHL,0.0008729810840289151
415,Henan,RUS,0.0001252735448490089
416,Henan,SGP,0.002131899126839465
417,Henan,THA,0.010681088423976415
418,Henan,USA,0.0010621367486753136
419,Henan,VNM,0.003740800901670933
420,Hong Kong,ARE,0.00011637213815612734
421,Hong Kong,ARG,3.6458194339155295e-06
422,Hong Kong,AUS,0.000482422424829487
423,Hong Kong,AUT,2.0581777139405723e-05
424,Hong Kong,BEL,2.2109559062950896e-05
425,Hong Kong,BGD,8.117579664369599e-06
426,Hong Kong,BHR,3.073292290860406e-06
427,Hong Kong,BRA,6.103827691536002e-06
428,Hong Kong,BRN,1.083317295192364e-05
429,Hong Kong,CAN,0.00017961500911249233
430,Hong Kong,CHE,5.133660043137148e-05
431,Hong Kong,CHL,3.657290813010362e-06
432,Hong Kong,CZE,7.658723749720994e-06
433,Hong Kong,DEU,0.00010793023068777579
434,Hong Kong,DNK,1.539044733817496e-05
435,Hong Kong,EGY,9.012348923190952e-06
436,Hong Kong,ESP,4.136378260098468e-05
437,Hong Kong,ETH,8.112365537663816e-06
438,Hong Kong,FIN,2.0817462349119077e-05
439,Hong Kong,FJI,1.0697601903296904e-05
440,Hong Kong,FRA,8.638589876523532e-05
441,Hong Kong,GBR,0.0003162654540493498
442,Hong Kong,GRC,5.611600202144713e-06
443,Hong Kong,GUM,1.4656277762108903e-05
444,Hong Kong,HUN,5.747171438485269e-06
445,Hong Kong,IDN,0.0003884476737146335
446,Hong Kong,IND,0.0001966396094122605
447,Hong Kong,IRL,1.401179353057644e-05
448,Hong Kong,IRN,3.298548871734553e-06
449,Hong Kong,ISL,5.844156785663537e-06
450,Hong Kong,ISR,2.8990313408451588e-05
451,Hong Kong,ITA,5.817981201339313e-05
452,Hong Kong,JOR,4.462374539584312e-06
453,Hong Kong,JPN,0.0020183417217100818
454,Hong Kong,KAZ,4.123446918017462e-06
455,Hong Kong,KEN,3.2307633474211827e-06
456,Hong Kong,KHM,0.00021369028128402935
457,Hong Kong,KOR,0.0011223815854073818
458,Hong Kong,LAO,6.169527527624294e-06
459,Hong Kong,LKA,1.8173826150042376e-05
460,Hong Kong,MAR,1.036701703463036e-05
461,Hong Kong,MDG,3.50190563238848e-06
462,Hong Kong,MDV,2.665014775568778e-05
463,Hong Kong,MEX,5.525043296091831e-06
464,Hong Kong,MMR,4.4759316819897495e-05
465,Hong Kong,MNG,7.97158017461747e-06
466,Hong Kong,MNP,2.4401753323396463e-05
467,Hong Kong,MUS,6.914125544815739e-06
468,Hong Kong,MYS,0.0005132293908902242
469,Hong Kong,NGA,4.897244945787618e-06
470,Hong Kong,NLD,3.824043322958095e-05
471,Hong Kong,NOR,8.675506989849177e-06
472,Hong Kong,NPL,2.762521685588678e-05
473,Hong Kong,NZL,9.335425276704452e-05
474,Hong Kong,PAK,1.583783206144255e-05
475,Hong Kong,PHL,0.0007447034704965893
476,Hong Kong,PLW,1.0148017518431443e-05
477,Hong Kong,PNG,6.2487844310324974e-06
478,Hong Kong,POL,7.275996112286071e-06
479,Hong Kong,PRT,1.0530745155866368e-05
480,Hong Kong,QAT,1.21523839881091e-05
481,Hong Kong,ROU,3.4049200974963945e-06
482,Hong Kong,RUS,4.700353987573866e-05
483,Hong Kong,SAU,3.5728195951825584e-06
484,Hong Kong,SGP,0.00064967230769
485,Hong Kong,SRB,4.790873720025777e-06
486,Hong Kong,SWE,2.665536207010738e-05
487,Hong Kong,THA,0.0013757702102564547
488,Hong Kong,TUR,1.612878829069117e-05
489,Hong Kong,UKR,5.0119589244497695e-06
490,Hong Kong,USA,0.0004560767905579936
491,Hong Kong,VNM,0.00040859562319823974
492,Hong Kong,ZAF,2.8507471797643857e-05
493,Hunan,ARE,0.00023872302555765821
494,Hunan,AUS,0.0012640793639591124
495,Hunan,BGD,8.86955718710069e-05
496,Hunan,CAN,0.00019784530922362532
497,Hunan,DEU,0.0004108486206792
498,Hunan,FRA,0.000113654521776
499,Hunan,GBR,0.000661107726895
500,Hunan,IDN,0.0020368473702768
501,Hunan,IND,5.8379589322227626e-05
502,Hunan,ITA,3.597740599328981e-05
503,Hunan,JPN,0.0016049820708507422
504,Hunan,KHM,0.0017871268949590001
505,Hunan,KOR,0.005056304729933849
506,Hunan,LAO,0.0002318747083272
507,Hunan,LKA,6.46497614955321e-05
508,Hunan,MDV,3.390763840021701e-05
509,Hunan,MMR,0.0003800853022379314
510,Hunan,MYS,0.0034065310731162
511,Hunan,NLD,3.7255794760137145e-05
512,Hunan,NPL,6.099723625000833e-05
513,Hunan,NZL,0.0001493275588837
514,Hunan,PAK,4.407384626814951e-05
515,Hunan,PHL,0.0008355259548543314
516,Hunan,RUS,0.0001215683319534
517,Hunan,SGP,0.0006573717544972074
518,Hunan,THA,0.0100122552520339
519,Hunan,USA,0.0009237854386690743
520,Hunan,VNM,0.004018036247389864
521,Hunan,ZAF,4.8274261805967854e-05
522,Inner Mongolia,ARE,1.5465379159689396e-05
523,Inner Mongolia,AUS,0.00010762049163634144
524,Inner Mongolia,CAN,4.822777676118222e-06
525,Inner Mongolia,FRA,2.133715322157121e-06
526,Inner Mongolia,GBR,2.0142322192585174e-05
527,Inner Mongolia,IDN,5.772515186481383e-05
