,source,target,value
528,Inner Mongolia,JPN,0.00033451086463697876
529,Inner Mongolia,KGZ,3.9459075728576096e-06
530,Inner Mongolia,KHM,0.00033302450900994
531,Inner Mongolia,KOR,0.00010268444557171041
532,Inner Mongolia,MNG,0.0001023522112723
533,Inner Mongolia,MYS,3.6346691728379926e-05
534,Inner Mongolia,NZL,1.8728160508267584e-05
535,Inner Mongolia,PAK,4.313382260585752e-05
536,Inner Mongolia,RUS,0.0011930129729288718
537,Inner Mongolia,SGP,6.727469063171084e-05
538,Inner Mongolia,THA,0.0006729278384076259
539,Inner Mongolia,USA,3.657883157055232e-05
540,Inner Mongolia,VNM,0.000545706924566
541,Jiangsu,ARE,0.0001438467726608421
542,Jiangsu,AUS,0.0011311898190837482
543,Jiangsu,AUT,2.269015291389292e-05
544,Jiangsu,BEL,2.394179816248933e-05
545,Jiangsu,BGD,0.00010695986721569368
546,Jiangsu,CAN,0.00026879716329080875
547,Jiangsu,CHE,4.810825771032716e-05
548,Jiangsu,DEU,0.0003312377021619708
549,Jiangsu,DNK,2.910886560445448e-05
550,Jiangsu,ESP,8.398886459675565e-05
551,Jiangsu,FIN,8.796846750473536e-05
552,Jiangsu,FRA,0.0001087650987018
553,Jiangsu,GBR,0.0002459971865398521
554,Jiangsu,HUN,2.0154760505710592e-05
555,Jiangsu,IDN,0.0007195908246003099
556,Jiangsu,IND,9.108153833599467e-05
557,Jiangsu,ISR,2.5803229521994204e-05
558,Jiangsu,ITA,0.0003941089973275489
559,Jiangsu,JPN,0.004073915058890055
560,Jiangsu,KAZ,4.6561510410819125e-06
561,Jiangsu,KGZ,5.3390514058133575e-06
562,Jiangsu,KHM,0.0009876403130648
563,Jiangsu,KOR,0.0025051510913343678
564,Jiangsu,LKA,4.971293732717803e-05
565,Jiangsu,MDV,9.62486057779598e-05
566,Jiangsu,MMR,0.00028473412406849997
567,Jiangsu,MYS,0.0005390821480624315
568,Jiangsu,NLD,3.533501882065703e-05
569,Jiangsu,NPL,6.553506055665442e-05
570,Jiangsu,NZL,0.00016927875151163534
571,Jiangsu,PAK,2.0604071722723566e-05
572,Jiangsu,PHL,0.00018237081790004208
573,Jiangsu,RUS,5.131761116718693e-05
574,Jiangsu,SGP,0.0018367833230364047
575,Jiangsu,SWE,4.053417661992768e-05
576,Jiangsu,THA,0.006435727865337723
577,Jiangsu,USA,0.0005862125537716874
578,Jiangsu,VNM,0.0009260685492713331
579,Jiangsu,ZAF,3.5367109177962544e-05
580,Jiangxi,ARE,0.000351844989164
581,Jiangxi,AUS,0.0006569840422089222
582,Jiangxi,BGD,0.0001510324231387
583,Jiangxi,CAN,0.00018481397330823965
584,Jiangxi,DEU,6.317003836247518e-05
585,Jiangxi,FRA,0.00019408072142018697
586,Jiangxi,GBR,0.0001133121989208
587,Jiangxi,IDN,0.0018239770275514414
588,Jiangxi,IND,4.893025036369637e-05
589,Jiangxi,JPN,0.0017890693876551024
590,Jiangxi,KEN,4.5143102582816575e-05
591,Jiangxi,KHM,0.0018826111461488098
592,Jiangxi,KOR,0.0008504372668152742
593,Jiangxi,MMR,0.00013103613670112466
594,Jiangxi,MYS,0.0007697031575627893
595,Jiangxi,NPL,7.044139046010846e-05
596,Jiangxi,NZL,0.0001367926624075
597,Jiangxi,PHL,0.0004685157345264569
598,Jiangxi,RUS,6.847206706981772e-05
599,Jiangxi,SGP,0.003464770304345
600,Jiangxi,THA,0.013277463802604805
601,Jiangxi,USA,0.0004944531969502
602,Jiangxi,VNM,0.0011295683636239
603,Jilin,ARE,3.787789496234106e-05
604,Jilin,AUS,0.00017824663294610751
605,Jilin,CAN,2.6384466562442933e-05
606,Jilin,DEU,7.858460031002347e-05
607,Jilin,FJI,1.5414105952942114e-07
608,Jilin,FRA,1.4525108370572948e-05
609,Jilin,GBR,2.7173730618416975e-05
610,Jilin,IDN,7.20271597083902e-05
611,Jilin,IND,1.864550770414701e-05
612,Jilin,ITA,1.9071698386869745e-07
613,Jilin,JPN,0.0005148884533676658
614,Jilin,KHM,3.55894263001301e-05
615,Jilin,KOR,0.001960909979603516
616,Jilin,LKA,6.379204875428281e-06
617,Jilin,MDV,8.949115899807863e-06
618,Jilin,MNP,6.785778468541523e-06
619,Jilin,MYS,9.91014927532762e-05
620,Jilin,NZL,2.7015165841224337e-05
621,Jilin,PHL,6.265616559433888e-05
622,Jilin,RUS,0.00015212306666743437
623,Jilin,SGP,0.0003471082084491915
624,Jilin,THA,0.0005159836027889261
625,Jilin,USA,0.00010174850893355681
626,Jilin,VNM,0.00014400138193079812
627,Jilin,ZAF,5.941774677564274e-06
628,Liaoning,ARE,8.177084884228162e-05
629,Liaoning,AUS,0.0003569042240060793
630,Liaoning,AUT,5.49739480760529e-06
631,Liaoning,BGD,2.086727462833805e-05
632,Liaoning,CAN,0.00013015512494917358
633,Liaoning,DEU,0.0001087904353103048
634,Liaoning,DNK,6.250280992375057e-06
635,Liaoning,ESP,2.4817378456362894e-05
636,Liaoning,FJI,8.984871461028605e-06
637,Liaoning,FRA,4.790904724729174e-05
638,Liaoning,GBR,8.659010268690635e-05
639,Liaoning,IDN,0.00013701225883898477
640,Liaoning,IND,2.7659507452769645e-05
641,Liaoning,IRL,1.592975193975393e-05
642,Liaoning,ISR,4.476028020634974e-06
643,Liaoning,ITA,4.203788024151101e-05
644,Liaoning,JPN,0.002772381216053124
645,Liaoning,KHM,0.00019226639198014018
646,Liaoning,KOR,0.0026819734168175525
647,Liaoning,LKA,1.2728902512019848e-05
648,Liaoning,MDV,2.026014329141542e-05
649,Liaoning,MMR,1.7951057896328016e-05
650,Liaoning,MNP,8.459016775152727e-06
651,Liaoning,MYS,0.00022242677129251379
652,Liaoning,NLD,1.197853673355925e-05
653,Liaoning,NPL,1.0360561921925544e-05
654,Liaoning,NZL,9.155539918994905e-05
655,Liaoning,PHL,8.908878062360676e-05
656,Liaoning,PRK,1.808053249294189e-05
657,Liaoning,RUS,2.770557121556987e-05
658,Liaoning,SGP,0.0005543971676218552
659,Liaoning,THA,0.0010884493065040008
660,Liaoning,TUR,6.515079607790314e-06
661,Liaoning,USA,0.0003490648779797897
662,Liaoning,VNM,0.00014649483856959603
663,Liaoning,ZAF,5.088418864950546e-06
664,Qinghai,ARE,8.777273169572145e-06
665,Qinghai,AUS,8.615591555037323e-05
666,Qinghai,CAN,2.5099933190623217e-05
667,Qinghai,DEU,1.8709460550646176e-05
668,Qinghai,ESP,1.6598637381217954e-05
669,Qinghai,FRA,2.6485819157337744e-05
670,Qinghai,IDN,9.701201767001716e-06
671,Qinghai,ITA,1.3396902297860358e-05
672,Qinghai,JPN,0.00011604246118578447
673,Qinghai,KHM,0.0004589592405965
674,Qinghai,KOR,5.4357524281390025e-05
675,Qinghai,LKA,1.624566019674041e-05
676,Qinghai,MYS,0.0001404364400074
677,Qinghai,NPL,1.855547476088452e-05
678,Qinghai,SGP,2.42530044175043e-05
679,Qinghai,THA,0.0003267611027062448
680,Qinghai,USA,5.6590339021223474e-05
681,Qinghai,VNM,0.0003513220925620554
682,Shaanxi,ARE,0.0001927005349553
683,Shaanxi,AUS,0.0014585884185060868
684,Shaanxi,CAN,0.0002776216070127707
685,Shaanxi,CZE,0.0002158755385096
686,Shaanxi,DEU,5.055205962905485e-05
687,Shaanxi,ESP,8.650301453547484e-05
688,Shaanxi,FRA,0.0001818770517565
689,Shaanxi,GBR,0.0005134577989667
690,Shaanxi,IDN,0.0008922798866467
691,Shaanxi,IND,8.23434028227075e-05
692,Shaanxi,ITA,8.777636864596519e-05
693,Shaanxi,JPN,0.0020373200485180694
694,Shaanxi,KAZ,9.537402958095796e-05
695,Shaanxi,KGZ,6.387980260109002e-05
696,Shaanxi,KHM,0.0010871875728014
697,Shaanxi,KOR,0.003410205271426
698,Shaanxi,MMR,0.00065492715261
699,Shaanxi,MNP,4.401551820600974e-05
700,Shaanxi,MYS,0.0021548079621415946
701,Shaanxi,NPL,0.0003242801948488
702,Shaanxi,NZL,0.0001898567181606
703,Shaanxi,PAK,7.062856334245903e-05
704,Shaanxi,PHL,0.0004740687871978
705,Shaanxi,RUS,8.442320867909118e-05
706,Shaanxi,SGP,0.0014788705087291
707,Shaanxi,THA,0.006766165758594638
708,Shaanxi,USA,0.0006267436371492686
709,Shaanxi,VNM,0.000957051037889045
710,Shandong,ARE,7.269642601317955e-05
711,Shandong,AUS,0.00040189557195763055
712,Shandong,BGD,5.518454345532011e-05
713,Shandong,CAN,5.212374845394966e-05
714,Shandong,DEU,2.0446852031891456e-05
715,Shandong,FIN,0.0001501113545991
716,Shandong,FRA,0.0002276206551618
717,Shandong,GBR,2.5951772643899665e-05
718,Shandong,IDN,0.00038565697897789697
719,Shandong,IND,7.524441842170734e-05
720,Shandong,JPN,0.0009133083558324752
721,Shandong,KEN,1.2173741507410497e-05
722,Shandong,KGZ,1.2645590066032377e-05
723,Shandong,KHM,0.0006091009512240821
724,Shandong,KOR,0.001835032038491031
725,Shandong,MMR,4.483224912863441e-05
726,Shandong,MYS,0.00019730002684114294
727,Shandong,NPL,1.978625952005655e-05
728,Shandong,NZL,9.440163814077626e-05
729,Shandong,PAK,4.8217899002034514e-05
730,Shandong,PHL,7.542763511057888e-05
731,Shandong,RUS,0.0003859736667347
732,Shandong,SGP,0.0006882181516206399
733,Shandong,THA,0.002302579742521567
734,Shandong,USA,0.00032441291313512117
735,Shandong,VNM,0.0005102125123196365
736,Shanghai,AGO,0.0001000494574218
737,Shanghai,ARE,0.0022230154313013
738,Shanghai,ARG,0.0001206004130547
739,Shanghai,AUS,0.0056130214140389
740,Shanghai,AUT,0.0003287441045572
741,Shanghai,BEL,0.0003778433311641
742,Shanghai,BGD,0.0002120830193221
743,Shanghai,BGR,7.30199657029952e-05
744,Shanghai,BHR,9.691698054754316e-05
745,Shanghai,BRA,0.0002854826798389
746,Shanghai,BRN,0.00016927248353
747,Shanghai,CAN,0.002956110279974318
748,Shanghai,CHE,0.0005911128962454
749,Shanghai,CHL,0.0002229517678824
750,Shanghai,CZE,0.0002840825602855
751,Shanghai,DEU,0.0036058859459257965
752,Shanghai,DNK,0.0003438132245922
753,Shanghai,DZA,0.0001589258137369
754,Shanghai,EGY,0.000476160431265
755,Shanghai,ESP,0.0016780116687416693
756,Shanghai,ETH,0.0002803568062601
757,Shanghai,FIN,0.0003204620213095
758,Shanghai,FJI,6.400222562234585e-05
759,Shanghai,FRA,0.0016849173609591692
760,Shanghai,GBR,0.0033170572111470647
761,Shanghai,GHA,7.09316506345083e-05
762,Shanghai,GRC,0.0002566496409582
763,Shanghai,GUM,5.802203978043177e-05
764,Shanghai,HUN,0.0002041806308882
765,Shanghai,IDN,0.0037720971466941996
766,Shanghai,IND,0.0019233654050080189
767,Shanghai,IRL,0.0001659738899077
768,Shanghai,IRN,0.0003919157507111
769,Shanghai,ISL,0.0001108470161411
770,Shanghai,ISR,0.0005157435675473
771,Shanghai,ITA,0.0017942693349113
772,Shanghai,JOR,8.486168622815851e-05
773,Shanghai,JPN,0.03330514999153628
774,Shanghai,KEN,8.099354824940112e-05
775,Shanghai,KHM,0.0018078434042144002
776,Shanghai,KOR,0.0166107967511131
777,Shanghai,LBN,8.177666640008371e-05
778,Shanghai,LKA,0.0006850160510773
779,Shanghai,MAR,0.0001986750624956
780,Shanghai,MDV,0.000601625678515
781,Shanghai,MEX,0.0003543972052457592
782,Shanghai,MMR,0.0004931042925742999
783,Shanghai,MNP,0.0005934147893797
784,Shanghai,MUS,0.0002608025511152
785,Shanghai,MYS,0.004803869049695512
786,Shanghai,NGA,9.660847984620404e-05
787,Shanghai,NLD,0.0005486108568831
788,Shanghai,NOR,0.0001491012227109
789,Shanghai,NPL,0.0001599699712712
790,Shanghai,NZL,0.0014903002817134
791,Shanghai,PAK,0.0002408923296796894
792,Shanghai,PER,0.0001062906826473
793,Shanghai,PHL,0.0034382746298761125
794,Shanghai,POL,0.0001649059995788
795,Shanghai,PRT,0.0002111812457412
796,Shanghai,QAT,0.0001035379005868
797,Shanghai,ROU,0.0001632922976881
798,Shanghai,RUS,0.0009412385316324
799,Shanghai,SDN,8.851624186957193e-05
800,Shanghai,SGP,0.0067762862157215
801,Shanghai,SRB,0.0002534222414484
802,Shanghai,SWE,0.0004167620004543
803,Shanghai,THA,0.01584217676222216
804,Shanghai,TUR,0.0004622778569892
805,Shanghai,TZA,6.635158434595498e-05
806,Shanghai,UKR,0.0001089722748669
807,Shanghai,USA,0.012670898451639713
808,Shanghai,VNM,0.004082165032621227
809,Shanghai,ZAF,0.0002851979119322688
810,Shanxi,ARE,5.58249027957974e-05
811,Shanxi,AUS,0.0005263915810324639
812,Shanxi,CAN,7.587743570965517e-05
813,Shanxi,DEU,1.2390237368496053e-05
814,Shanxi,GBR,3.071758294142769e-05
815,Shanxi,IDN,0.000367185688337389
816,Shanxi,JPN,0.0004521600902708098
817,Shanxi,KHM,0.00035472440750670026
818,Shanxi,KOR,0.00016050307667654482
819,Shanxi,MYS,9.339105959745806e-05
820,Shanxi,NZL,5.493614696041812e-05
821,Shanxi,PHL,6.932798677459115e-05
822,Shanxi,RUS,0.0001735293643898
823,Shanxi,SGP,0.0003531563990450047
824,Shanxi,THA,0.0020913030802989603
825,Shanxi,USA,0.00017141856303179334
826,Shanxi,VNM,6.287939786478068e-05
827,Sichuan,ARE,0.0006205025608024999
828,Sichuan,AUS,0.0010236068950994132
829,Sichuan,BGD,3.205197473125628e-05
830,Sichuan,CAN,0.0002936028137198697
831,Sichuan,CHE,4.788518605366719e-05
832,Sichuan,CZE,0.00015802368636
833,Sichuan,DEU,0.0001511352103427238
834,Sichuan,DNK,0.0001553505455844
835,Sichuan,EGY,0.0002861801746389
836,Sichuan,ESP,0.0001703098453214513
837,Sichuan,ETH,0.000120676836097
838,Sichuan,FRA,0.0002171154957116
839,Sichuan,GBR,0.00038251601758779977
840,Sichuan,IDN,0.0005510878906330449
841,Sichuan,IND,8.419583093414365e-05
842,Sichuan,ISR,0.0001793830979888
843,Sichuan,ITA,0.00010481791945160293
844,Sichuan,JPN,0.0020139856005261135
845,Sichuan,KEN,4.662572700845935e-05
846,Sichuan,KHM,0.0009070181511100495
847,Sichuan,KOR,0.0013621529841575627
848,Sichuan,LAO,2.1991022883002256e-05
849,Sichuan,LKA,0.0002863857987171
850,Sichuan,MAR,3.086962240206488e-05
851,Sichuan,MDV,8.502640761188329e-05
852,Sichuan,MMR,0.0003790250651199699
853,Sichuan,MNP,3.1332281204515766e-05
854,Sichuan,MYS,0.0017158558100181084
855,Sichuan,NLD,5.8577744529578016e-05
856,Sichuan,NPL,0.0004093759288264
857,Sichuan,NZL,0.00025862627057
858,Sichuan,PAK,7.674995518730757e-05
859,Sichuan,PHL,0.0006224285936409026
860,Sichuan,QAT,5.1432238414653374e-05
861,Sichuan,RUS,0.00044805934485050004
862,Sichuan,SGP,0.0013409790126715808
863,Sichuan,THA,0.00971055653952221
864,Sichuan,USA,0.0013199141573726693
865,Sichuan,VNM,0.0022383861223719075
866,Sichuan,ZAF,5.086676294653382e-05
867,Sichuan,ZMB,3.361987452029408e-05
868,Taiwan,ARE,8.224719897350505e-06
869,Taiwan,ARG,1.2893220049968012e-06
870,Taiwan,AUS,6.219964122853675e-05
871,Taiwan,AUT,1.527613042928717e-05
872,Taiwan,BEL,1.4689249462277169e-06
873,Taiwan,BGD,1.6778566578778512e-06
874,Taiwan,BRA,1.7350642400395255e-06
875,Taiwan,BRN,2.4386052558429587e-06
876,Taiwan,CAN,3.411505236805605e-05
877,Taiwan,CHE,4.506477877572595e-06
878,Taiwan,CHL,6.043892262248174e-07
879,Taiwan,CZE,2.3865535403965814e-06
880,Taiwan,DEU,2.3746639387000454e-05
881,Taiwan,DNK,1.8328784494478722e-06
882,Taiwan,EGY,4.502850111022669e-06
883,Taiwan,ESP,1.0038462843762221e-05
884,Taiwan,FIN,1.385327566993655e-06
885,Taiwan,FRA,1.9066334249720502e-05
886,Taiwan,GBR,2.585707955770598e-05
887,Taiwan,GRC,9.373479982091738e-07
888,Taiwan,GUM,7.449245991146704e-06
889,Taiwan,HUN,1.139009861561896e-06
890,Taiwan,IDN,9.897310854888593e-05
891,Taiwan,IND,2.0063955687324726e-05
892,Taiwan,IRL,6.730470304578318e-07
893,Taiwan,ISR,2.9487337852658844e-06
894,Taiwan,ITA,1.3646513168467089e-05
895,Taiwan,JOR,8.369237412694975e-07
896,Taiwan,JPN,0.001450053915778717
897,Taiwan,KHM,4.215214154515953e-05
898,Taiwan,KOR,0.0005139924454025617
899,Taiwan,LKA,2.6588656345519852e-06
900,Taiwan,MAR,1.2779374487036798e-06
901,Taiwan,MDV,2.5593828807251857e-06
902,Taiwan,MEX,6.384675774344831e-07
903,Taiwan,MMR,1.3019108567334046e-05
904,Taiwan,MNG,6.319526224051683e-07
905,Taiwan,MUS,4.237914742480924e-07
906,Taiwan,MYS,0.00019912334886759385
907,Taiwan,NLD,9.745329956669774e-06
908,Taiwan,NOR,9.0257466399837e-07
909,Taiwan,NPL,2.195230134070624e-06
910,Taiwan,NZL,1.889197316646353e-05
911,Taiwan,PHL,0.0001632274477019584
912,Taiwan,PLW,2.804446204014812e-06
913,Taiwan,POL,1.7478813894372742e-06
914,Taiwan,PRT,2.3516073948110578e-06
915,Taiwan,RUS,1.7756328044556417e-06
916,Taiwan,SGP,0.00020324562363457845
917,Taiwan,SWE,1.6303932150699013e-06
918,Taiwan,THA,0.0002964891434290554
919,Taiwan,TUR,1.3606942292552412e-05
920,Taiwan,USA,0.00019658599735127287
921,Taiwan,VNM,0.0003762069792785355
922,Taiwan,ZAF,4.0772216165915705e-06
923,Tianjin,ARE,5.384245021748855e-05
924,Tianjin,AUS,0.0003615959986953178
925,Tianjin,BGD,3.4365767619776954e-05
926,Tianjin,CAN,0.0001282878753278
927,Tianjin,GBR,0.0001234805148491
928,Tianjin,GEO,3.3761414691715894e-05
929,Tianjin,IDN,0.0006187761121683999
930,Tianjin,IND,1.4477027106517308e-05
931,Tianjin,JPN,0.0036717254169644563
932,Tianjin,KHM,0.0003987912507770107
933,Tianjin,KOR,0.0037990243542840025
934,Tianjin,LKA,1.5960441536147972e-05
935,Tianjin,MMR,2.785522486371525e-05
936,Tianjin,MNG,2.626192898256708e-05
937,Tianjin,MNP,1.530114293761339e-05
938,Tianjin,MYS,0.0009347433856797895
939,Tianjin,NPL,1.90371518469268e-05
940,Tianjin,NZL,0.00011153079079580803
941,Tianjin,PHL,0.0004367831359651877
942,Tianjin,SGP,0.001073497575576
943,Tianjin,THA,0.0040183499220215685
944,Tianjin,USA,0.00015199503831132225
945,Tianjin,VNM,0.0006861066415946649
946,Tibet,JPN,1.018623928685111e-05
947,Tibet,NPL,0.0001103228833431
948,Tibet,SGP,7.3326877927499036e-06
949,Tibet,THA,5.337822849996496e-06
950,Xinjiang,AFG,9.790773558095344e-05
951,Xinjiang,ARE,0.0004729021384928
952,Xinjiang,AUS,0.00018586894593895168
953,Xinjiang,AZE,7.277595664192822e-05
954,Xinjiang,DEU,1.907890835169218e-05
955,Xinjiang,GBR,5.2033396260470686e-05
956,Xinjiang,GEO,8.392596967121222e-05
957,Xinjiang,IRN,4.244084253686115e-05
958,Xinjiang,JPN,0.00012321649389821548
959,Xinjiang,KAZ,0.0030957716423277797
960,Xinjiang,KGZ,0.0004167627085199
961,Xinjiang,KOR,5.6824332920495964e-05
962,Xinjiang,MYS,4.753799135024812e-05
963,Xinjiang,PAK,0.000277299052779
964,Xinjiang,RUS,0.0002699011147055912
965,Xinjiang,SGP,4.293640008737065e-05
966,Xinjiang,THA,0.0005554830279350188
967,Xinjiang,TJK,0.0002589280810545854
968,Xinjiang,TKM,5.167942476112504e-05
969,Xinjiang,TUR,2.5804315867771543e-05
970,Xinjiang,USA,3.514909081612634e-05
971,Xinjiang,UZB,0.0002518487084106
972,Xinjiang,VNM,2.7786539698373595e-05
973,Yunnan,ARE,0.0001035969509369
974,Yunnan,AUS,0.00023876630600264007
975,Yunnan,BGD,8.676491280144299e-05
976,Yunnan,BRN,8.266049873737278e-05
977,Yunnan,CAN,7.206401191803671e-05
978,Yunnan,DEU,2.212041615560551e-05
979,Yunnan,FRA,5.825108488965573e-05
980,Yunnan,GBR,5.979023838773434e-05
981,Yunnan,IDN,9.063253265354128e-05
982,Yunnan,IND,0.00022059243991913864
983,Yunnan,JPN,0.0005283641816228033
984,Yunnan,KHM,0.0012709076464219
985,Yunnan,KOR,0.000638571597093173
986,Yunnan,LAO,0.000210607664081
987,Yunnan,LKA,7.45503387121074e-05
988,Yunnan,MDV,0.000106596327713
989,Yunnan,MMR,0.0011498472120375
990,Yunnan,MYS,0.0013522855166523443
991,Yunnan,NPL,0.0001672350748457
992,Yunnan,NZL,4.222809038918866e-05
993,Yunnan,PHL,0.00036793689686037765
994,Yunnan,RUS,0.0001213958931474
995,Yunnan,SGP,0.0004067117599325
996,Yunnan,THA,0.0063749838360338314
997,Yunnan,USA,0.00016628790510169172
998,Yunnan,VNM,0.0009702594298894718
999,Zhejiang,ARE,0.0013039196476629
1000,Zhejiang,AUS,0.0035394852291816617
1001,Zhejiang,AUT,0.0001806229011229376
1002,Zhejiang,BEL,0.0003710593560409422
1003,Zhejiang,BGD,0.0003866858465718813
1004,Zhejiang,BRA,0.0003534946920727
1005,Zhejiang,BRN,0.0002674163839621
1006,Zhejiang,CAN,0.000488385173478664
1007,Zhejiang,CZE,0.0001028622032142
1008,Zhejiang,DEU,0.00045723788549783975
1009,Zhejiang,DZA,0.0001692107423348
1010,Zhejiang,ESP,0.0021015947801786756
1011,Zhejiang,FRA,0.0023643981073022
1012,Zhejiang,GBR,0.0007563337868897542
1013,Zhejiang,GEO,7.984945057996693e-05
1014,Zhejiang,GRC,0.0001111880481663058
1015,Zhejiang,HUN,0.00019869809912088492
1016,Zhejiang,IDN,0.0045772444661560385
1017,Zhejiang,IND,0.0014063998247780037
1018,Zhejiang,IRN,8.594036128209641e-05
1019,Zhejiang,ISR,0.0002041181871216179
1020,Zhejiang,ITA,0.007337297533755604
1021,Zhejiang,JOR,0.0002083428029296
1022,Zhejiang,JPN,0.010735481745234834
1023,Zhejiang,KAZ,8.235255798360173e-05
1024,Zhejiang,KHM,0.0031525330003147117
1025,Zhejiang,KOR,0.0133203336189099
1026,Zhejiang,LBN,7.62616472814723e-05
1027,Zhejiang,LKA,0.00036377142218106
1028,Zhejiang,MAR,9.570251920490376e-05
1029,Zhejiang,MDV,0.0004135047415332662
1030,Zhejiang,MMR,0.001464466810292314
1031,Zhejiang,MNP,0.0009636167662842
1032,Zhejiang,MYS,0.0066362975843397
1033,Zhejiang,NLD,0.00036800166097109997
1034,Zhejiang,NPL,0.0003676485359078294
1035,Zhejiang,NZL,0.00038129976404603915
1036,Zhejiang,PAK,0.00026533045111327036
1037,Zhejiang,PHL,0.002236671252470632
1038,Zhejiang,POL,7.931542684748726e-05
1039,Zhejiang,PRT,8.215855268407229e-05
1040,Zhejiang,QAT,0.0001069665475773
1041,Zhejiang,RUS,0.001584876253307
1042,Zhejiang,SGP,0.0084108540095043
1043,Zhejiang,SRB,6.900259676229969e-05
1044,Zhejiang,SWE,5.7882768346707526e-05
1045,Zhejiang,THA,0.023177449415009828
1046,Zhejiang,TUN,7.275727288645637e-05
1047,Zhejiang,TUR,8.485568040594105e-05
1048,Zhejiang,USA,0.0031134050919095157
1049,Zhejiang,VNM,0.007547323586471626
1050,Zhejiang,ZAF,0.00017407167047838482
